0,-1
0.00100001,-0.999999
0.00200002,-0.999997
0.00300003,-0.999993
0.00400004,-0.999991
0.00500005,-0.999984
0.00600006,-0.99998
0.00700007,-0.999971
0.00800008,-0.999965
0.00900009,-0.999953
0.0100001,-0.999947
0.0110001,-0.999932
0.0120001,-0.999924
0.0130001,-0.999907
0.0140001,-0.999897
0.0150002,-0.999877
0.0160002,-0.999867
0.0170002,-0.999844
0.0180002,-0.999832
0.0190002,-0.999807
0.0200002,-0.999793
0.0210002,-0.999765
0.0220002,-0.999751
0.0230002,-0.99972
0.0240002,-0.999704
0.0250003,-0.999671
0.0260003,-0.999653
0.0270003,-0.999617
0.0280003,-0.999599
0.0290003,-0.99956
0.0300003,-0.99954
0.0310003,-0.999499
0.0320003,-0.999477
0.0330003,-0.999433
0.0340003,-0.999411
0.0350004,-0.999364
0.0360004,-0.99934
0.0370004,-0.999291
0.0380004,-0.999265
0.0390004,-0.999213
0.0400004,-0.999187
0.0410004,-0.999132
0.0420004,-0.999104
0.0430004,-0.999047
0.0440004,-0.999017
0.0450005,-0.998957
0.0460005,-0.998927
0.0470005,-0.998864
0.0480005,-0.998832
0.0490005,-0.998767
0.0500005,-0.998734
0.0510005,-0.998666
0.0520005,-0.998631
0.0530005,-0.99856
0.0540005,-0.998524
0.0550006,-0.998451
0.0560006,-0.998414
0.0570006,-0.998338
0.0580006,-0.998299
0.0590006,-0.99822
0.0600006,-0.998181
0.0610006,-0.998099
0.0620006,-0.998058
0.0630006,-0.997974
0.0640006,-0.997931
0.0650007,-0.997845
0.0660007,-0.997801
0.0670007,-0.997711
0.0680007,-0.997666
0.0690007,-0.997574
0.0700007,-0.997528
0.0710007,-0.997433
0.0720007,-0.997385
0.0730007,-0.997288
0.0740007,-0.997239
0.0750008,-0.997139
0.0760008,-0.997088
0.0770008,-0.996985
0.0780008,-0.996934
0.0790008,-0.996828
0.0800008,-0.996775
0.0810008,-0.996667
0.0820008,-0.996613
0.0830008,-0.996502
0.0840008,-0.996446
0.0850009,-0.996333
0.0860009,-0.996276
0.0870009,-0.99616
0.0880009,-0.996101
0.0890009,-0.995983
0.0900009,-0.995923
0.0910009,-0.995802
0.0920009,-0.99574
0.0930009,-0.995616
0.0940009,-0.995554
0.095001,-0.995427
0.096001,-0.995363
0.097001,-0.995234
0.098001,-0.995169
0.099001,-0.995037
0.100001,-0.994971
0.101001,-0.994836
0.102001,-0.994768
0.103001,-0.994631
0.104001,-0.994562
0.105001,-0.994422
0.106001,-0.994352
0.107001,-0.994209
0.108001,-0.994138
0.109001,-0.993993
0.110001,-0.993919
0.111001,-0.993772
0.112001,-0.993697
0.113001,-0.993547
0.114001,-0.993471
0.115001,-0.993318
0.116001,-0.993241
0.117001,-0.993085
0.118001,-0.993007
0.119001,-0.992848
0.120001,-0.992769
0.121001,-0.992608
0.122001,-0.992527
0.123001,-0.992363
0.124001,-0.99228
0.125001,-0.992114
0.126001,-0.99203
0.127001,-0.991862
0.128001,-0.991776
0.129001,-0.991605
0.130001,-0.991519
0.131001,-0.991344
0.132001,-0.991257
0.133001,-0.99108
0.134001,-0.990991
0.135001,-0.990811
0.136001,-0.990721
0.137001,-0.990539
0.138001,-0.990447
0.139001,-0.990262
0.140001,-0.990169
0.141001,-0.989982
0.142001,-0.989888
0.143001,-0.989698
0.144001,-0.989602
0.145001,-0.989409
0.146001,-0.989312
0.147001,-0.989117
0.148001,-0.989019
0.149001,-0.988821
0.150002,-0.988721
0.151002,-0.98852
0.152002,-0.98842
0.153002,-0.988216
0.154002,-0.988114
0.155002,-0.987908
0.156002,-0.987805
0.157002,-0.987596
0.158002,-0.987491
0.159002,-0.98728
0.160002,-0.987174
0.161002,-0.98696
0.162002,-0.986853
0.163002,-0.986636
0.164002,-0.986527
0.165002,-0.986308
0.166002,-0.986198
0.167002,-0.985977
0.168002,-0.985865
0.169002,-0.985641
0.170002,-0.985528
0.171002,-0.985301
0.172002,-0.985187
0.173002,-0.984958
0.174002,-0.984842
0.175002,-0.98461
0.176002,-0.984493
0.177002,-0.984258
0.178002,-0.98414
0.179002,-0.983903
0.180002,-0.983784
0.181002,-0.983544
0.182002,-0.983423
0.183002,-0.98318
0.184002,-0.983058
0.185002,-0.982813
0.186002,-0.98269
0.187002,-0.982442
0.188002,-0.982317
0.189002,-0.982067
0.190002,-0.981941
0.191002,-0.981688
0.192002,-0.981561
0.193002,-0.981305
0.194002,-0.981176
0.195002,-0.980918
0.196002,-0.980788
0.197002,-0.980527
0.198002,-0.980396
0.199002,-0.980132
0.200002,-0.98
0.201002,-0.979734
0.202002,-0.9796
0.203002,-0.979331
0.204002,-0.979196
0.205002,-0.978925
0.206002,-0.978788
0.207002,-0.978514
0.208002,-0.978377
0.209002,-0.9781
0.210002,-0.977961
0.211002,-0.977682
0.212002,-0.977541
0.213002,-0.97726
0.214002,-0.977118
0.215002,-0.976834
0.216002,-0.976691
0.217002,-0.976404
0.218002,-0.976259
0.219002,-0.97597
0.220002,-0.975824
0.221002,-0.975532
0.222002,-0.975385
0.223002,-0.97509
0.224002,-0.974942
0.225002,-0.974645
0.226002,-0.974495
0.227002,-0.974195
0.228002,-0.974045
0.229002,-0.973742
0.230002,-0.97359
0.231002,-0.973285
0.232002,-0.973131
0.233002,-0.972823
0.234002,-0.972669
0.235002,-0.972358
0.236002,-0.972203
0.237002,-0.971889
0.238002,-0.971732
0.239002,-0.971417
0.240002,-0.971258
0.241002,-0.97094
0.242002,-0.97078
0.243002,-0.970459
0.244002,-0.970298
0.245002,-0.969975
0.246002,-0.969813
0.247002,-0.969487
0.248002,-0.969323
0.249002,-0.968994
0.250003,-0.968829
0.251003,-0.968498
0.252003,-0.968332
0.253003,-0.967998
0.254003,-0.967831
0.255003,-0.967494
0.256003,-0.967326
0.257003,-0.966987
0.258003,-0.966816
0.259003,-0.966475
0.260003,-0.966304
0.261003,-0.96596
0.262003,-0.965787
0.263003,-0.96544
0.264003,-0.965266
0.265003,-0.964917
0.266003,-0.964742
0.267003,-0.96439
0.268003,-0.964213
0.269003,-0.963859
0.270003,-0.963681
0.271003,-0.963324
0.272003,-0.963145
0.273003,-0.962786
0.274003,-0.962605
0.275003,-0.962243
0.276003,-0.962062
0.277003,-0.961697
0.278003,-0.961514
0.279003,-0.961147
0.280003,-0.960963
0.281003,-0.960593
0.282003,-0.960407
0.283003,-0.960035
0.284003,-0.959848
0.285003,-0.959473
0.286003,-0.959285
0.287003,-0.958908
0.288003,-0.958718
0.289003,-0.958338
0.290003,-0.958148
0.291003,-0.957765
0.292003,-0.957573
0.293003,-0.957188
0.294003,-0.956995
0.295003,-0.956607
0.296003,-0.956413
0.297003,-0.956023
0.298003,-0.955827
0.299003,-0.955434
0.300003,-0.955237
0.301003,-0.954842
0.302003,-0.954643
0.303003,-0.954246
0.304003,-0.954046
0.305003,-0.953646
0.306003,-0.953445
0.307003,-0.953042
0.308003,-0.95284
0.309003,-0.952434
0.310003,-0.952231
0.311003,-0.951823
0.312003,-0.951618
0.313003,-0.951208
0.314003,-0.951002
0.315003,-0.950589
0.316003,-0.950382
0.317003,-0.949966
0.318003,-0.949757
0.319003,-0.949339
0.320003,-0.94913
0.321003,-0.948709
0.322003,-0.948498
0.323003,-0.948075
0.324003,-0.947862
0.325003,-0.947437
0.326003,-0.947223
0.327003,-0.946795
0.328003,-0.94658
0.329003,-0.946149
0.330003,-0.945933
0.331003,-0.9455
0.332003,-0.945283
0.333003,-0.944847
0.334003,-0.944628
0.335003,-0.94419
0.336003,-0.94397
0.337003,-0.943529
0.338003,-0.943308
0.339003,-0.942865
0.340003,-0.942642
0.341003,-0.942196
0.342003,-0.941973
0.343003,-0.941524
0.344003,-0.9413
0.345003,-0.940849
0.346003,-0.940623
0.347003,-0.940169
0.348003,-0.939942
0.349003,-0.939486
0.350004,-0.939257
0.351004,-0.938799
0.352004,-0.938569
0.353004,-0.938108
0.354004,-0.937877
0.355004,-0.937413
0.356004,-0.937181
0.357004,-0.936715
0.358004,-0.936481
0.359004,-0.936013
0.360004,-0.935778
0.361004,-0.935307
0.362004,-0.935071
0.363004,-0.934598
0.364004,-0.93436
0.365004,-0.933884
0.366004,-0.933646
0.367004,-0.933167
0.368004,-0.932927
0.369004,-0.932447
0.370004,-0.932205
0.371004,-0.931722
0.372004,-0.93148
0.373004,-0.930994
0.374004,-0.93075
0.375004,-0.930262
0.376004,-0.930017
0.377004,-0.929526
0.378004,-0.92928
0.379004,-0.928787
0.380004,-0.92854
0.381004,-0.928044
0.382004,-0.927795
0.383004,-0.927297
0.384004,-0.927047
0.385004,-0.926546
0.386004,-0.926295
0.387004,-0.925792
0.388004,-0.92554
0.389004,-0.925034
0.390004,-0.924781
0.391004,-0.924273
0.392004,-0.924018
0.393004,-0.923507
0.394004,-0.923251
0.395004,-0.922738
0.396004,-0.922481
0.397004,-0.921966
0.398004,-0.921707
0.399004,-0.921189
0.400004,-0.92093
0.401004,-0.920409
0.402004,-0.920148
0.403004,-0.919625
0.404004,-0.919363
0.405004,-0.918838
0.406004,-0.918575
0.407004,-0.918047
0.408004,-0.917782
0.409004,-0.917252
0.410004,-0.916986
0.411004,-0.916454
0.412004,-0.916187
0.413004,-0.915651
0.414004,-0.915383
0.415004,-0.914846
0.416004,-0.914576
0.417004,-0.914036
0.418004,-0.913766
0.419004,-0.913223
0.420004,-0.912951
0.421004,-0.912406
0.422004,-0.912133
0.423004,-0.911586
0.424004,-0.911312
0.425004,-0.910762
0.426004,-0.910486
0.427004,-0.909934
0.428004,-0.909658
0.429004,-0.909103
0.430004,-0.908825
0.431004,-0.908268
0.432004,-0.907989
